iter	Logloss
112	0.3730416455
113	0.3728125095
114	0.3725470965
115	0.3722872072
116	0.3720122343
117	0.3716128572
118	0.3712752068
119	0.3710448278
120	0.3705879309
121	0.370402144
122	0.3701409631
123	0.3695934157
124	0.3691549586
125	0.3687802567
126	0.3686472275
127	0.3684414143
128	0.3681004792
129	0.3676725621
130	0.3675281825
131	0.3671250661
132	0.3666938072
133	0.3662857507
134	0.3660025094
135	0.3656319767
136	0.3652400464
137	0.3648131664
138	0.3645028959
139	0.3642554846
140	0.3640349609
141	0.3638101838
142	0.3634795212
143	0.3630845876
144	0.3627998139
145	0.3625312904
146	0.3620199461
147	0.3616749336
148	0.3614324756
149	0.3609445732
150	0.3605989239
151	0.3602928458
152	0.3600794553
153	0.3598679239
154	0.3595759673
155	0.3593550566
156	0.3591536109
157	0.3588729943
158	0.3586236033
159	0.3583203042
160	0.3580601444
161	0.3578453467
162	0.3575902675
163	0.357275352
164	0.3570310157
165	0.3567169288
166	0.356582607
167	0.3563255116
168	0.3559326243
169	0.3555553184
170	0.3553983689
171	0.3550697435
172	0.35480523
173	0.3545037476
174	0.3542135017
175	0.3540337295
176	0.3537241382
177	0.3535086002
178	0.3533465571
179	0.352908066
180	0.3526856228
181	0.3522801501
182	0.3520441856
183	0.3518162363
184	0.3514321303
185	0.351189076
186	0.3509066088
187	0.3505154561
188	0.3503044116
189	0.3500789072
190	0.3498619267
191	0.3496290373
192	0.3494397145
193	0.3492269617
194	0.349047722
195	0.3487599159
196	0.3486023772
197	0.3483418988
198	0.3480554609
199	0.3478338942
200	0.3474940123
201	0.3471241285
202	0.346906251
203	0.3466069317
204	0.3462761033
205	0.3461577039
206	0.3459258989
207	0.3456097598
208	0.3453798716
209	0.345166885
210	0.3450134869
211	0.3448218541
212	0.3443945013
213	0.3442045907
214	0.3438375982
215	0.3435810643
216	0.3432037428
217	0.3430346762
218	0.3427570153
219	0.3425193463
220	0.3423589572
221	0.3420499293
222	0.3417277729
223	0.3413956515
224	0.3410946622
225	0.3407927779
226	0.3405107935
227	0.3402085139
228	0.3399257839
229	0.339602298
230	0.3393144683
231	0.3389815844
232	0.3387462133
233	0.3384581574
234	0.3381173376
235	0.3379070068
236	0.3374991544
237	0.3372236196
238	0.3370065187
239	0.336664724
240	0.3364488696
241	0.3362472128
242	0.3359197503
243	0.3357019871
244	0.3353466867
245	0.3350759506
246	0.3348321667
247	0.3345593265
248	0.3342581767
249	0.3340180716
250	0.3337396949
251	0.3335523953
252	0.3333538221
253	0.3330996792
254	0.332827297
255	0.3325203243
256	0.3321830763
257	0.3320014045
258	0.3318303422
259	0.3315000197
260	0.3311949297
261	0.3309777815
262	0.3308048074
263	0.330521015
264	0.3302336694
265	0.3300714489
266	0.3297857694
267	0.3295370839
268	0.3293101356
269	0.3290293997
270	0.3287096096
271	0.3285340957
272	0.3282758993
273	0.3280346883
274	0.3278686572
275	0.3277298546
276	0.3275524593
277	0.3272912439
278	0.3270534015
279	0.3268357274
280	0.3266489393
281	0.3265186395
282	0.3263934869
283	0.326266687
284	0.326024748
285	0.3258104939
286	0.3256225416
287	0.3255192841
288	0.3253231258
289	0.3252038046
290	0.3250003668
291	0.3247666606
292	0.3245538886
293	0.3242643628
294	0.3240535998
295	0.3238976607
296	0.3236915389
297	0.3235945658
298	0.3233752125
299	0.3231614693
300	0.3228618009
301	0.3226455175
302	0.3224340165
303	0.3222452541
304	0.3218960134
305	0.3216176615
306	0.3213014004
307	0.3210586439
308	0.3208687109
309	0.3205845231
310	0.3204488567
311	0.3203067784
312	0.3201604024
313	0.3198836772
314	0.3196041385
315	0.3193789415
316	0.3191871881
317	0.3189809741
318	0.3187421992
319	0.3185210657
320	0.3183322922
321	0.3181617766
322	0.3180781217
323	0.3178790347
324	0.3176690663
325	0.3174027031
326	0.3172257966
327	0.3170387006
328	0.3168575431
329	0.3165630396
330	0.3164423865
331	0.3162443107
332	0.3159982129
333	0.3157678653
334	0.3156263003
335	0.315367475
336	0.3151877638
337	0.3149542535
338	0.3147430401
339	0.3144590138
340	0.3143207693
341	0.3140648333
342	0.3138521492
343	0.3136191836
344	0.3133591549
345	0.3130766095
346	0.312883387
347	0.3127176248
348	0.3125737866
349	0.31232111
350	0.3121039481
351	0.3118942059
352	0.3118115822
353	0.3115847811
354	0.3114446189
355	0.311291375
356	0.3111228885
357	0.3108939182
358	0.3107216553
359	0.3105496136
360	0.3103194032
361	0.3100277723
362	0.309827944
363	0.3096755559
364	0.309490876
365	0.3092043643
366	0.309022916
367	0.3088847872
368	0.3087238624
369	0.3085482552
370	0.3083337302
371	0.3081163192
372	0.3079166281
373	0.3078069788
374	0.3075647358
375	0.3074350481
376	0.3071674409
377	0.3069614397
378	0.3066845802
379	0.3065443167
380	0.3063196009
381	0.3061795869
382	0.3059894875
383	0.3057563093
384	0.3054071482
385	0.3051274072
386	0.3049535557
387	0.3047045385
388	0.3045619548
389	0.3044340428
390	0.3043081746
391	0.3039765221
392	0.3038337913
393	0.3036339831
394	0.3034864012
395	0.3033327958
396	0.3031621415
397	0.3030556937
398	0.3029429126
399	0.3026617968
400	0.3023337916
401	0.3021619979
402	0.3018737584
403	0.3016614755
404	0.3014963413
405	0.3012754118
406	0.3010504392
407	0.3009163999
408	0.3008167324
409	0.300571128
410	0.3003621247
411	0.3002195086
412	0.299905653
413	0.2997599655
414	0.2995383686
415	0.2993736475
416	0.2991086014
417	0.2988755097
418	0.298591003
419	0.2984562923
420	0.2983272193
421	0.2980992218
422	0.2979273688
423	0.2977660597
424	0.2975850869
425	0.2974513275
426	0.2973442073
427	0.2971317136
428	0.2968847819
429	0.2967653691
430	0.2966119616
431	0.2963772652
432	0.2961295111
433	0.2959259907
434	0.2957147917
435	0.2955075445
436	0.2952336627
437	0.2949481827
438	0.2946554721
439	0.2943924241
440	0.2941871651
441	0.2939140064
442	0.2936002523
443	0.2933841146
444	0.2931046927
445	0.2929623361
446	0.2927398594
447	0.2924773283
448	0.2923157666
449	0.2920491657
450	0.2918893448
451	0.2917470554
452	0.2916531379
453	0.2915025657
454	0.2912831226
455	0.2911188456
456	0.2908356386
457	0.290640578
458	0.2905218705
459	0.2903559766
460	0.2900511098
461	0.2899124314
462	0.2897950451
463	0.2895492133
464	0.2893602119
465	0.2891864346
466	0.2889936289
467	0.288905115
468	0.2887123205
469	0.2885719842
470	0.2884186929
471	0.2881194667
472	0.2880315243
473	0.2878702152
474	0.2877051397
475	0.2875381144
476	0.2872895329
477	0.287011579
478	0.2867586887
479	0.2865119203
480	0.28640219
481	0.2862234026
482	0.286012999
483	0.285863383
484	0.2856154138
485	0.2853864729
486	0.2851418404
487	0.2850155224
488	0.2848628648
489	0.2847489173
490	0.2845840331
491	0.2844278942
492	0.2843614543
493	0.2842177039
494	0.2841118795
495	0.2839232484
496	0.2837047241
497	0.283480257
498	0.2833508795
499	0.2831503667
500	0.2829715945
501	0.2827529589
502	0.2825688358
503	0.282360603
504	0.2821817463
505	0.2819968288
506	0.281899344
507	0.2817400915
508	0.2815938662
509	0.2813370154
510	0.281257339
511	0.2810965317
512	0.2809446437
513	0.2807381262
514	0.2805725103
515	0.2803829939
516	0.2802420254
517	0.280126612
518	0.2800225499
519	0.2799315722
520	0.2797323327
521	0.2795923855
522	0.2794580785
523	0.2793437438
524	0.2791260428
525	0.2789809728
526	0.2787662469
527	0.2786653771
528	0.2784054448
529	0.2782555104
530	0.2780905447
531	0.2779543173
532	0.2778157261
533	0.2776434476
534	0.2775110067
535	0.2774214522
536	0.2772195133
537	0.2770763196
538	0.276888893
539	0.2767637927
540	0.2765369584
541	0.2763402407
542	0.2761162164
543	0.2759004746
544	0.2757283871
545	0.2755314524
546	0.2752935996
547	0.2751700821
548	0.27508356
549	0.2748675699
550	0.2746514584
551	0.2744655504
552	0.2742451742
553	0.2741164333
554	0.2739556514
555	0.2737492443
556	0.2735931685
557	0.2734362821
558	0.2733467402
559	0.273273514
560	0.2731001163
561	0.2729685288
562	0.2727879724
563	0.2726507735
564	0.2724416755
565	0.2722256275
566	0.2720055135
567	0.2717931204
568	0.2716697615
569	0.2714706481
570	0.2713150846
571	0.2711863185
572	0.2710626272
573	0.2709118525
574	0.2706325142
575	0.2704734485
576	0.2702840652
577	0.2700591313
578	0.2698972151
579	0.2696667111
580	0.2694125412
581	0.2692259557
582	0.2690764412
583	0.26890335
584	0.2687237094
585	0.2685644123
586	0.2684046217
587	0.2682332719
588	0.2680887648
589	0.267967172
590	0.2677572725
591	0.2675425153
592	0.2673785911
593	0.2672599846
594	0.2670754432
595	0.2668816123
596	0.2667184623
597	0.2665892594
598	0.2664206184
599	0.2662215568
600	0.2661319686
601	0.2659624544
602	0.265807245
603	0.2656054729
604	0.2653785812
605	0.265252516
606	0.2649256087
607	0.2648066313
608	0.2645427435
609	0.2644286155
610	0.2643105313
611	0.2641314966
612	0.2638516834
613	0.2636161909
614	0.2634874232
615	0.2633177646
616	0.2631603406
617	0.2629817119
618	0.2627739413
619	0.2626771195
620	0.2624325272
621	0.2623414098
622	0.2621821455
623	0.261951556
624	0.2617352813
625	0.2616241501
626	0.2615314956
627	0.2613609495
628	0.2612275258
629	0.2609882338
630	0.2608108905
631	0.2606327088
632	0.2604470263
633	0.260332145
634	0.2601867468
635	0.2600512412
636	0.2598726991
637	0.2596756866
638	0.259542461
639	0.2594543428
640	0.2593615074
641	0.259228948
642	0.2590793335
643	0.2588586827
644	0.2587086789
645	0.25858227
646	0.2584616733
647	0.2582608769
648	0.2581005082
649	0.2579898962
650	0.2578122863
651	0.257714349
652	0.2576495483
653	0.2574130719
654	0.2572956062
655	0.2571334755
656	0.2569898229
657	0.2568186848
658	0.2565695566
659	0.2564265065
660	0.256220355
661	0.2559868415
662	0.2557314234
663	0.2554593764
664	0.2553750461
665	0.2551940942
666	0.255037708
667	0.2548926646
668	0.2547316902
669	0.2545460326
670	0.2543338585
671	0.2541592085
672	0.2540319291
673	0.253871936
674	0.253697643
675	0.2535420624
676	0.2533692999
677	0.2532706189
678	0.2531452212
679	0.2529786295
680	0.2527965307
681	0.2526833097
682	0.2525551635
683	0.252352797
684	0.2522088409
685	0.2520940765
686	0.2519725298
687	0.2518453289
688	0.2517309441
689	0.2515631845
690	0.2514088206
691	0.2513319146
692	0.2512296091
693	0.2511238418
694	0.2510006879
695	0.2508250442
696	0.2507443406
697	0.2504960631
698	0.2504041414
699	0.2502459071
700	0.2501650069
701	0.2500150826
702	0.2498601691
703	0.2496502406
704	0.2495159168
705	0.2494451997
706	0.2493440091
707	0.2492253705
708	0.2491208039
709	0.2489819005
710	0.2488337346
711	0.2486552532
712	0.2485317156
713	0.2482393287
714	0.2480851806
715	0.2479625151
716	0.2478643108
717	0.2476719587
718	0.2474974101
719	0.2474030189
720	0.2472204986
721	0.2470421281
722	0.2468064657
723	0.2466283235
724	0.2464643852
725	0.2463870498
726	0.2462008614
727	0.2460517144
728	0.2458665827
729	0.2456781019
730	0.2455060844
731	0.2453365421
732	0.2452279838
733	0.2450720712
734	0.2449875355
735	0.2449077148
736	0.2447980999
737	0.2446906981
738	0.2446303184
739	0.2445554985
740	0.2444380415
741	0.2442589674
742	0.2441571286
743	0.2440873777
744	0.2439662913
745	0.2438405491
746	0.2436835164
747	0.2435923545
748	0.2434522824
749	0.2433557302
750	0.2432344887
751	0.2430995033
752	0.2429801167
753	0.2428113618
754	0.2427062454
755	0.2425492906
756	0.2424029378
757	0.2422339307
758	0.2420823755
759	0.2419970101
760	0.2418720257
761	0.2416610667
762	0.2415363373
763	0.2414036194
764	0.2412390738
765	0.2411368928
766	0.2410141627
767	0.2409382996
768	0.2407826455
769	0.2406828423
770	0.2404874746
771	0.2403545903
772	0.2401934518
773	0.2399840291
774	0.2398409422
775	0.2396455492
776	0.239474965
777	0.2393889542
778	0.239248766
779	0.2391501568
780	0.2390463249
781	0.238863544
782	0.2387225058
783	0.2384873514
784	0.2383694385
785	0.2382606287
786	0.2381038521
787	0.2378955476
788	0.2377016536
789	0.2374905832
790	0.2374082687
791	0.237322951
792	0.2370903074
793	0.2369715061
794	0.2367874383
795	0.2366711447
796	0.2365277304
797	0.2364336017
798	0.2363294057
799	0.2361843167
800	0.2361201808
801	0.2360576432
802	0.2359482723
803	0.2357626909
804	0.2356682956
805	0.2354903049
806	0.2353693481
807	0.2352217117
808	0.2350733425
809	0.234943207
810	0.2348645815
811	0.2346544044
812	0.2345013709
813	0.2344226578
814	0.234208662
815	0.2341017241
816	0.2339779489
817	0.2338837233
818	0.2337500278
819	0.2335795575
820	0.2334194784
821	0.2332768913
822	0.2330561894
823	0.2329667916
824	0.2327714583
825	0.2326284589
826	0.2324097957
827	0.2323087936
828	0.23208704
829	0.2319303176
830	0.2317646081
831	0.2316766591
832	0.2314734617
833	0.2313143944
834	0.2312045705
835	0.2310786758
836	0.2309306034
837	0.2308169949
838	0.2306692645
839	0.2305165319
840	0.2303268834
841	0.2302275606
842	0.2300911009
843	0.2299601909
844	0.229798526
845	0.2296586841
846	0.2295372627
847	0.2294059534
848	0.2293038548
849	0.2291706644
850	0.2290262037
851	0.2288575203
852	0.228750792
853	0.2285913142
854	0.2283960931
855	0.2282995792
856	0.2281228432
857	0.2280283197
858	0.2279454721
859	0.2278241449
860	0.2277349211
861	0.2276552481
862	0.2275525956
863	0.2274693327
864	0.2271674363
865	0.2270494633
866	0.2269652327
867	0.2268197889
868	0.2266280792
869	0.2264412446
870	0.2263414345
871	0.2261617655
872	0.2260413237
873	0.2259890569
874	0.2258564401
875	0.2256864185
876	0.2255876957
877	0.2254467254
878	0.2252523123
879	0.2251225264
880	0.2250476663
881	0.2248987301
882	0.2247528111
883	0.2246409202
884	0.22445402
885	0.2242950923
886	0.2240996218
887	0.2239866465
888	0.2238411383
889	0.223694479
890	0.2236092914
891	0.2234809877
892	0.2233376651
893	0.2231508822
894	0.2230014459
895	0.2228727218
896	0.2227735505
897	0.2226131407
898	0.2225272436
899	0.2223831183
900	0.2222034917
901	0.2221484718
902	0.2219812113
903	0.2218334828
904	0.2216617059
905	0.2215400378
906	0.2213255701
907	0.2212424421
908	0.2210045888
909	0.2208332556
910	0.2207667117
911	0.2206465838
912	0.2205872385
913	0.2204181866
914	0.2202650692
915	0.220181688
916	0.2200859828
917	0.2200090435
918	0.2199451346
919	0.2198629274
920	0.2197597861
921	0.2196213586
922	0.2194566529
923	0.2193470637
924	0.21924256
925	0.2191702499
926	0.2191309601
927	0.2189675415
928	0.2188534142
929	0.2187200598
930	0.2186323038
931	0.2184208278
932	0.2182890106
933	0.2181797184
934	0.2179815748
935	0.2178888118
936	0.217713839
937	0.2174860583
938	0.2173419536
939	0.2172096418
940	0.217104632
941	0.2170023989
942	0.2168726337
943	0.2167121523
944	0.2166757579
945	0.2165835975
946	0.2164404677
947	0.2163666036
948	0.2162108514
949	0.2160088541
950	0.2158523435
951	0.2157419354
952	0.2155859004
953	0.2155134264
954	0.2153652
955	0.2151792914
956	0.2150208141
957	0.214924725
958	0.2147838873
959	0.2147288874
960	0.2144991537
961	0.2143871138
962	0.2143022328
963	0.2141835085
964	0.2138851287
965	0.2137275503
966	0.2136686983
967	0.2135734883
968	0.213421581
969	0.2132064598
970	0.2130746156
971	0.2128299966
972	0.2126886797
973	0.2125160357
974	0.2124178442
975	0.2121840391
976	0.2120800159
977	0.2120045209
978	0.2118767307
979	0.2117463987
980	0.2116966782
981	0.2116066497
982	0.2114624744
983	0.2112896599
984	0.2111610752
985	0.2110232794
986	0.2108931528
987	0.2108220487
988	0.210695843
989	0.2105839739
990	0.2104490436
991	0.2102781014
992	0.210114916
993	0.2099439193
994	0.209837637
995	0.209755439
996	0.2096324291
997	0.209524198
998	0.2093675413
999	0.2092104363
